"Order ID","Order Date","CustomerName","State","City","Amount","Profit","Quantity","Category","Sub-Category","PaymentMode"
"B-25762",NA,NA,NA,NA,1316,527,7,"Electronics","Electronic Games","Credit Card"
"B-25995",NA,NA,NA,NA,1314,342,3,"Furniture","Bookcases","Credit Card"
"B-25965",NA,NA,NA,NA,17,7,3,"Clothing","Hankerchief","Debit Card"
"B-25967",NA,NA,NA,NA,17,2,2,"Clothing","Skirt","Debit Card"
"B-25674",NA,NA,NA,NA,17,-12,5,"Clothing","Skirt","Debit Card"
"B-25929",NA,NA,NA,NA,1308,536,3,"Furniture","Bookcases","Credit Card"
"B-25777",NA,NA,NA,NA,1076,-38,4,"Electronics","Printers","Credit Card"
"B-26006",NA,NA,NA,NA,1301,573,5,"Electronics","Accessories","Credit Card"
"B-25697",NA,NA,NA,NA,1300,-16,8,"Electronics","Printers","Credit Card"
"B-25667",NA,NA,NA,NA,11,-2,4,"Clothing","Hankerchief","COD"
"B-25836",NA,NA,NA,NA,1298,65,9,"Electronics","Printers","EMI"
"B-25984",NA,NA,NA,NA,304,97,6,"Clothing","Stole","UPI"
"B-25728",NA,NA,NA,NA,1055,264,4,"Electronics","Printers","EMI"
"B-25757",NA,NA,NA,NA,17,-13,4,"Clothing","Skirt","Debit Card"
"B-25957",NA,NA,NA,NA,147,73,3,"Clothing","Stole","COD"
"B-26061",NA,NA,NA,NA,965,-68,3,"Electronics","Printers","COD"
"B-25735",NA,NA,NA,NA,12,-2,3,"Clothing","Hankerchief","COD"
"B-25616",NA,NA,NA,NA,14,-2,3,"Clothing","Hankerchief","UPI"
"B-25666",NA,NA,NA,NA,934,-916,7,"Electronics","Electronic Games","COD"
"B-25675",NA,NA,NA,NA,929,-93,9,"Clothing","Saree","COD"
"B-26079",NA,NA,NA,NA,18,3,2,"Clothing","Hankerchief","Debit Card"
"B-25850",NA,NA,NA,NA,916,192,11,"Electronics","Phones","COD"
"B-25693",NA,NA,NA,NA,76,-72,9,"Clothing","Hankerchief","COD"
"B-25852",NA,NA,NA,NA,869,67,4,"Furniture","Tables","COD"
"B-25860",NA,NA,NA,NA,112,24,3,"Clothing","Kurti","COD"
"B-25853",NA,NA,NA,NA,39,16,6,"Clothing","Skirt","UPI"
"B-25898",NA,NA,NA,NA,857,-274,2,"Furniture","Tables","COD"
"B-26100",NA,NA,NA,NA,828,230,2,"Furniture","Chairs","COD"
"B-25653",NA,NA,NA,NA,1279,-640,8,"Electronics","Printers","EMI"
"B-25839",NA,NA,NA,NA,1250,486,7,"Clothing","Saree","EMI"
"B-25651",NA,NA,NA,NA,823,-18,7,"Furniture","Chairs","COD"
"B-25957",NA,NA,NA,NA,1157,-13,9,"Furniture","Bookcases","Credit Card"
"B-25704",NA,NA,NA,NA,126,-63,3,"Electronics","Accessories","UPI"
"B-25730",NA,NA,NA,NA,1145,-706,3,"Electronics","Phones","Credit Card"
"B-26052",NA,NA,NA,NA,774,170,3,"Electronics","Accessories","COD"
"B-25656",NA,NA,NA,NA,24,-1,2,"Clothing","Hankerchief","COD"
"B-26033",NA,NA,NA,NA,774,170,3,"Electronics","Accessories","COD"
"B-25850",NA,NA,NA,NA,93,-1,2,"Clothing","Hankerchief","COD"
"B-25945",NA,NA,NA,NA,765,-36,3,"Electronics","Electronic Games","COD"
"B-26086",NA,NA,NA,NA,762,101,6,"Electronics","Printers","COD"
"B-25752",NA,NA,NA,NA,761,266,9,"Electronics","Electronic Games","COD"
"B-26098",NA,NA,NA,NA,96,-48,5,"Clothing","Leggings","UPI"
"B-26067",NA,NA,NA,NA,1137,-14,7,"Electronics","Printers","EMI"
"B-25730",NA,NA,NA,NA,18,8,2,"Clothing","Hankerchief","Debit Card"
"B-25986",NA,NA,NA,NA,749,-307,7,"Furniture","Furnishings","COD"
"B-26067",NA,NA,NA,NA,1120,199,6,"Clothing","Saree","EMI"
"B-25953",NA,NA,NA,NA,744,119,6,"Electronics","Printers","COD"
"B-25952",NA,NA,NA,NA,14,0,4,"Clothing","Hankerchief","UPI"
"B-25903",NA,NA,NA,NA,19,8,2,"Clothing","Hankerchief","Debit Card"
"B-25650",NA,NA,NA,NA,512,-225,5,"Clothing","Saree","COD"
"B-25970",NA,NA,NA,NA,742,198,2,"Furniture","Bookcases","COD"
"B-26062",NA,NA,NA,NA,44,-40,3,"Clothing","Stole","COD"
"B-25643",NA,NA,NA,NA,1061,-36,8,"Furniture","Bookcases","EMI"
"B-25632",NA,NA,NA,NA,19,-2,2,"Clothing","Leggings","Debit Card"
"B-25821",NA,NA,NA,NA,17,0,1,"Clothing","Hankerchief","COD"
"B-25878",NA,NA,NA,NA,741,267,5,"Furniture","Bookcases","COD"
"B-25752",NA,NA,NA,NA,735,-235,6,"Electronics","Printers","COD"
"B-25750",NA,NA,NA,NA,19,-1,1,"Clothing","Shirt","Debit Card"
"B-25657",NA,NA,NA,NA,1021,-48,4,"Electronics","Electronic Games","EMI"
"B-25787",NA,NA,NA,NA,556,-209,7,"Clothing","Saree","COD"
"B-25808",NA,NA,NA,NA,63,-17,6,"Clothing","Leggings","COD"
"B-25885",NA,NA,NA,NA,734,248,2,"Furniture","Chairs","COD"
"B-25778",NA,NA,NA,NA,933,166,5,"Clothing","Saree","Credit Card"
"B-25759",NA,NA,NA,NA,20,-9,6,"Clothing","Hankerchief","Debit Card"
"B-25747",NA,NA,NA,NA,877,395,2,"Furniture","Bookcases","Credit Card"
"B-25878",NA,NA,NA,NA,719,303,6,"Furniture","Chairs","COD"
"B-25603",NA,NA,NA,NA,12,1,2,"Clothing","Hankerchief","COD"
"B-25691",NA,NA,NA,NA,714,56,4,"Clothing","Saree","COD"
"B-25607",NA,NA,NA,NA,50,-15,4,"Clothing","Leggings","COD"
"B-25708",NA,NA,NA,NA,709,-100,5,"Electronics","Phones","COD"
"B-26021",NA,NA,NA,NA,21,-12,3,"Clothing","Hankerchief","Debit Card"
"B-25831",NA,NA,NA,NA,693,254,6,"Clothing","Saree","COD"
"B-25850",NA,NA,NA,NA,24,1,4,"Clothing","Hankerchief","COD"
"B-25670",NA,NA,NA,NA,24,1,2,"Clothing","Hankerchief","UPI"
"B-25852",NA,NA,NA,NA,24,1,2,"Clothing","Hankerchief","COD"
"B-26029",NA,NA,NA,NA,21,10,1,"Clothing","T-shirt","Debit Card"
"B-25959",NA,NA,NA,NA,681,259,4,"Furniture","Chairs","COD"
"B-25676",NA,NA,NA,NA,674,-187,2,"Furniture","Tables","COD"
"B-26097",NA,NA,NA,NA,671,-309,5,"Electronics","Electronic Games","COD"
"B-25888",NA,NA,NA,NA,646,-213,3,"Electronics","Electronic Games","COD"
"B-25911",NA,NA,NA,NA,40,15,1,"Clothing","Kurti","COD"
"B-25662",NA,NA,NA,NA,24,-2,2,"Clothing","T-shirt","COD"
"B-25950",NA,NA,NA,NA,644,167,2,"Electronics","Printers","COD"
"B-25847",NA,NA,NA,NA,643,225,2,"Electronics","Printers","COD"
"B-25796",NA,NA,NA,NA,632,-316,6,"Clothing","Saree","COD"
"B-25693",NA,NA,NA,NA,632,316,6,"Clothing","Saree","COD"
"B-25993",NA,NA,NA,NA,610,208,3,"Electronics","Printers","COD"
"B-26052",NA,NA,NA,NA,78,-28,6,"Clothing","Kurti","UPI"
"B-25930",NA,NA,NA,NA,595,119,4,"Furniture","Bookcases","COD"
"B-25785",NA,NA,NA,NA,595,292,3,"Clothing","Saree","COD"
"B-26093",NA,NA,NA,NA,852,51,5,"Furniture","Bookcases","Credit Card"
"B-26053",NA,NA,NA,NA,594,89,3,"Furniture","Bookcases","COD"
"B-26019",NA,NA,NA,NA,585,175,13,"Clothing","T-shirt","COD"
"B-26070",NA,NA,NA,NA,582,262,5,"Furniture","Furnishings","COD"
"B-25870",NA,NA,NA,NA,845,84,7,"Clothing","Saree","Credit Card"
"B-25855",NA,NA,NA,NA,829,19,4,"Electronics","Printers","Credit Card"
"B-25602",NA,NA,NA,NA,561,212,3,"Clothing","Saree","COD"
"B-25728",NA,NA,NA,NA,771,-424,2,"Electronics","Phones","Credit Card"
"B-25803",NA,NA,NA,NA,765,8,6,"Clothing","Saree","EMI"
"B-25996",NA,NA,NA,NA,31,2,2,"Clothing","Hankerchief","COD"
"B-26078",NA,NA,NA,NA,557,-111,2,"Electronics","Electronic Games","COD"
"B-25803",NA,NA,NA,NA,757,371,2,"Electronics","Printers","Credit Card"
"B-25682",NA,NA,NA,NA,545,-73,11,"Electronics","Phones","COD"
"B-25749",NA,NA,NA,NA,1052,-82,3,"Furniture","Bookcases","UPI"
"B-25962",NA,NA,NA,NA,544,-152,3,"Furniture","Bookcases","COD"
"B-25899",NA,NA,NA,NA,22,9,2,"Clothing","Leggings","Debit Card"
"B-25845",NA,NA,NA,NA,757,371,2,"Electronics","Printers","Credit Card"
"B-25951",NA,NA,NA,NA,742,198,2,"Furniture","Bookcases","Credit Card"
"B-25828",NA,NA,NA,NA,537,107,3,"Clothing","Saree","COD"
"B-25803",NA,NA,NA,NA,536,91,1,"Clothing","Trousers","COD"
"B-25656",NA,NA,NA,NA,6,3,1,"Clothing","Hankerchief","COD"
"B-25681",NA,NA,NA,NA,523,204,7,"Clothing","Trousers","COD"
"B-25658",NA,NA,NA,NA,27,9,2,"Clothing","T-shirt","UPI"
"B-25698",NA,NA,NA,NA,516,392,8,"Furniture","Chairs","COD"
"B-25832",NA,NA,NA,NA,504,116,3,"Furniture","Bookcases","COD"
"B-25886",NA,NA,NA,NA,502,84,4,"Electronics","Phones","COD"
"B-25897",NA,NA,NA,NA,734,213,6,"Electronics","Electronic Games","Credit Card"
"B-25873",NA,NA,NA,NA,42,12,2,"Clothing","Kurti","COD"
"B-25858",NA,NA,NA,NA,29,11,4,"Clothing","Skirt","COD"
"B-25867",NA,NA,NA,NA,240,12,6,"Clothing","Kurti","UPI"
"B-25633",NA,NA,NA,NA,496,-79,2,"Clothing","Trousers","COD"
"B-25609",NA,NA,NA,NA,485,29,4,"Electronics","Electronic Games","COD"
"B-25896",NA,NA,NA,NA,31,-11,3,"Clothing","Skirt","UPI"
"B-26000",NA,NA,NA,NA,676,151,3,"Electronics","Printers","Credit Card"
"B-25959",NA,NA,NA,NA,23,8,2,"Clothing","Hankerchief","Debit Card"
"B-25940",NA,NA,NA,NA,13,3,2,"Clothing","Hankerchief","COD"
"B-26087",NA,NA,NA,NA,180,0,8,"Clothing","Stole","COD"
"B-26055",NA,NA,NA,NA,671,114,9,"Electronics","Phones","Credit Card"
"B-25980",NA,NA,NA,NA,22,11,3,"Clothing","Kurti","COD"
"B-25653",NA,NA,NA,NA,668,-31,3,"Electronics","Printers","Credit Card"
"B-26052",NA,NA,NA,NA,145,0,3,"Clothing","Saree","UPI"
"B-25877",NA,NA,NA,NA,24,8,2,"Clothing","Skirt","Debit Card"
"B-25608",NA,NA,NA,NA,476,0,3,"Furniture","Chairs","COD"
"B-25897",NA,NA,NA,NA,24,11,5,"Clothing","Hankerchief","Debit Card"
"B-25881",NA,NA,NA,NA,37,3,3,"Clothing","Hankerchief","COD"
"B-25905",NA,NA,NA,NA,152,50,6,"Clothing","Stole","UPI"
"B-25818",NA,NA,NA,NA,32,11,2,"Clothing","Leggings","UPI"
"B-25835",NA,NA,NA,NA,52,11,5,"Clothing","Leggings","COD"
"B-26081",NA,NA,NA,NA,24,11,3,"Clothing","Hankerchief","Debit Card"
"B-25730",NA,NA,NA,NA,473,42,4,"Furniture","Chairs","COD"
"B-25837",NA,NA,NA,NA,263,50,5,"Clothing","Stole","COD"
"B-25893",NA,NA,NA,NA,61,11,3,"Clothing","Kurti","COD"
"B-25689",NA,NA,NA,NA,469,-459,3,"Electronics","Electronic Games","COD"
"B-26028",NA,NA,NA,NA,1272,547,2,"Electronics","Phones","COD"
"B-26081",NA,NA,NA,NA,169,0,3,"Electronics","Accessories","COD"
"B-25903",NA,NA,NA,NA,25,11,3,"Clothing","Leggings","Debit Card"
"B-25651",NA,NA,NA,NA,457,-41,4,"Clothing","Saree","COD"
"B-25903",NA,NA,NA,NA,455,77,8,"Electronics","Accessories","COD"
"B-26086",NA,NA,NA,NA,25,2,2,"Clothing","Hankerchief","Debit Card"
"B-25654",NA,NA,NA,NA,450,-90,3,"Electronics","Printers","COD"
"B-25720",NA,NA,NA,NA,30,-35,1,"Furniture","Chairs","COD"
"B-26057",NA,NA,NA,NA,659,-37,2,"Furniture","Bookcases","Credit Card"
"B-25798",NA,NA,NA,NA,448,148,2,"Electronics","Printers","COD"
"B-25961",NA,NA,NA,NA,446,53,3,"Electronics","Printers","COD"
"B-25701",NA,NA,NA,NA,98,-45,2,"Furniture","Chairs","UPI"
"B-26055",NA,NA,NA,NA,443,11,1,"Clothing","Saree","COD"
"B-25653",NA,NA,NA,NA,427,-50,7,"Electronics","Phones","COD"
"B-25670",NA,NA,NA,NA,656,-36,2,"Furniture","Bookcases","Credit Card"
"B-26056",NA,NA,NA,NA,424,161,2,"Clothing","Saree","COD"
"B-26061",NA,NA,NA,NA,27,8,2,"Clothing","T-shirt","Debit Card"
"B-25602",NA,NA,NA,NA,424,-272,5,"Electronics","Phones","COD"
"B-26016",NA,NA,NA,NA,202,4,4,"Clothing","Hankerchief","COD"
"B-25873",NA,NA,NA,NA,1275,357,2,"Electronics","Phones","UPI"
"B-25761",NA,NA,NA,NA,418,70,7,"Electronics","Phones","COD"
"B-25819",NA,NA,NA,NA,417,49,3,"Electronics","Electronic Games","COD"
"B-25853",NA,NA,NA,NA,199,48,4,"Clothing","Stole","UPI"
"B-25662",NA,NA,NA,NA,385,-77,11,"Furniture","Furnishings","UPI"
"B-25993",NA,NA,NA,NA,414,199,3,"Electronics","Phones","COD"
"B-25703",NA,NA,NA,NA,97,-45,4,"Clothing","Saree","COD"
"B-25848",NA,NA,NA,NA,648,50,6,"Electronics","Electronic Games","Credit Card"
"B-25678",NA,NA,NA,NA,27,-25,2,"Clothing","Shirt","Debit Card"
"B-25925",NA,NA,NA,NA,27,12,1,"Clothing","Stole","Debit Card"
"B-25977",NA,NA,NA,NA,27,1,1,"Clothing","Stole","UPI"
"B-25797",NA,NA,NA,NA,413,-314,9,"Furniture","Chairs","COD"
"B-26067",NA,NA,NA,NA,53,2,4,"Clothing","Hankerchief","COD"
"B-25810",NA,NA,NA,NA,29,8,5,"Clothing","Hankerchief","UPI"
"B-25648",NA,NA,NA,NA,30,13,1,"Clothing","T-shirt","UPI"
"B-25933",NA,NA,NA,NA,412,412,6,"Clothing","Saree","COD"
"B-25942",NA,NA,NA,NA,646,-23,2,"Electronics","Printers","Credit Card"
"B-25656",NA,NA,NA,NA,30,-5,5,"Clothing","Stole","UPI"
"B-26067",NA,NA,NA,NA,618,27,4,"Furniture","Bookcases","Credit Card"
"B-25673",NA,NA,NA,NA,143,-124,5,"Clothing","Saree","UPI"
"B-25797",NA,NA,NA,NA,31,1,2,"Clothing","Hankerchief","UPI"
"B-26098",NA,NA,NA,NA,409,86,3,"Clothing","Saree","COD"
"B-25656",NA,NA,NA,NA,406,126,2,"Clothing","Saree","COD"
"B-25791",NA,NA,NA,NA,565,66,7,"Clothing","Saree","Credit Card"
"B-26053",NA,NA,NA,NA,85,2,6,"Clothing","Stole","COD"
"B-25983",NA,NA,NA,NA,561,118,5,"Furniture","Bookcases","Credit Card"
"B-25743",NA,NA,NA,NA,503,-56,2,"Clothing","Trousers","COD"
"B-25867",NA,NA,NA,NA,31,14,3,"Clothing","Stole","UPI"
"B-25973",NA,NA,NA,NA,398,111,8,"Clothing","Hankerchief","COD"
"B-25895",NA,NA,NA,NA,388,93,2,"Furniture","Bookcases","COD"
"B-26003",NA,NA,NA,NA,498,-116,4,"Clothing","Saree","UPI"
"B-25717",NA,NA,NA,NA,561,212,3,"Clothing","Saree","Credit Card"
"B-26064",NA,NA,NA,NA,61,3,4,"Clothing","Hankerchief","COD"
"B-25630",NA,NA,NA,NA,34,-22,4,"Clothing","T-shirt","COD"
"B-26050",NA,NA,NA,NA,32,6,3,"Clothing","Shirt","UPI"
"B-25786",NA,NA,NA,NA,623,-192,3,"Furniture","Tables","UPI"
"B-26035",NA,NA,NA,NA,520,151,3,"Electronics","Phones","Credit Card"
"B-25693",NA,NA,NA,NA,32,-16,6,"Clothing","Saree","UPI"
"B-25703",NA,NA,NA,NA,32,-5,5,"Clothing","Hankerchief","UPI"
"B-25966",NA,NA,NA,NA,510,234,6,"Electronics","Electronic Games","EMI"
"B-26060",NA,NA,NA,NA,382,68,3,"Clothing","Saree","COD"
"B-25898",NA,NA,NA,NA,33,13,3,"Clothing","Leggings","UPI"
"B-25686",NA,NA,NA,NA,381,-13,2,"Clothing","Saree","COD"
"B-26051",NA,NA,NA,NA,490,88,2,"Electronics","Accessories","EMI"
"B-25854",NA,NA,NA,NA,381,144,2,"Clothing","Saree","COD"
"B-26050",NA,NA,NA,NA,487,143,4,"Electronics","Phones","EMI"
"B-25961",NA,NA,NA,NA,366,84,3,"Furniture","Bookcases","COD"
"B-25701",NA,NA,NA,NA,33,-29,3,"Clothing","Shirt","UPI"
"B-25970",NA,NA,NA,NA,365,107,3,"Electronics","Phones","COD"
"B-25933",NA,NA,NA,NA,207,-100,2,"Clothing","Saree","UPI"
"B-26081",NA,NA,NA,NA,359,-338,5,"Furniture","Bookcases","COD"
"B-25650",NA,NA,NA,NA,351,-47,8,"Electronics","Phones","COD"
"B-25850",NA,NA,NA,NA,485,199,4,"Clothing","Saree","EMI"
"B-25643",NA,NA,NA,NA,37,-23,4,"Clothing","Shirt","UPI"
"B-26100",NA,NA,NA,NA,34,10,2,"Clothing","T-shirt","Debit Card"
"B-25964",NA,NA,NA,NA,346,108,3,"Furniture","Chairs","COD"
"B-25676",NA,NA,NA,NA,342,-103,4,"Electronics","Electronic Games","COD"
"B-25628",NA,NA,NA,NA,35,-8,2,"Furniture","Furnishings","Debit Card"
"B-25891",NA,NA,NA,NA,121,41,4,"Clothing","Stole","UPI"
"B-25903",NA,NA,NA,NA,336,57,2,"Electronics","Phones","COD"
"B-25851",NA,NA,NA,NA,336,71,3,"Furniture","Bookcases","COD"
"B-26089",NA,NA,NA,NA,27,4,1,"Clothing","Hankerchief","COD"
"B-25996",NA,NA,NA,NA,333,50,2,"Electronics","Phones","COD"
"B-25881",NA,NA,NA,NA,36,7,3,"Clothing","Leggings","Debit Card"
"B-25621",NA,NA,NA,NA,333,-15,3,"Electronics","Phones","COD"
"B-25727",NA,NA,NA,NA,327,114,4,"Clothing","Trousers","COD"
"B-25843",NA,NA,NA,NA,18,6,3,"Clothing","Hankerchief","UPI"
"B-26050",NA,NA,NA,NA,325,32,7,"Clothing","T-shirt","COD"
"B-25741",NA,NA,NA,NA,482,-6,7,"Electronics","Electronic Games","EMI"
"B-25756",NA,NA,NA,NA,465,-33,4,"Electronics","Phones","EMI"
"B-25787",NA,NA,NA,NA,40,-12,3,"Clothing","Shirt","COD"
"B-25603",NA,NA,NA,NA,107,36,6,"Clothing","Stole","COD"
"B-25655",NA,NA,NA,NA,312,-312,7,"Furniture","Chairs","COD"
"B-26096",NA,NA,NA,NA,451,25,3,"Electronics","Phones","EMI"
"B-25962",NA,NA,NA,NA,312,62,1,"Electronics","Electronic Games","COD"
"B-26007",NA,NA,NA,NA,311,72,2,"Furniture","Bookcases","COD"
"B-26088",NA,NA,NA,NA,11,5,2,"Clothing","Hankerchief","UPI"
"B-25673",NA,NA,NA,NA,37,-5,3,"Clothing","T-shirt","Debit Card"
"B-25664",NA,NA,NA,NA,444,-200,4,"Electronics","Phones","EMI"
"B-25642",NA,NA,NA,NA,434,26,11,"Clothing","Shirt","Credit Card"
"B-25987",NA,NA,NA,NA,299,0,6,"Clothing","Stole","COD"
"B-25903",NA,NA,NA,NA,37,17,3,"Clothing","Hankerchief","Debit Card"
"B-25770",NA,NA,NA,NA,299,113,2,"Furniture","Bookcases","COD"
"B-25840",NA,NA,NA,NA,298,74,2,"Furniture","Bookcases","COD"
"B-25846",NA,NA,NA,NA,94,7,7,"Clothing","Leggings","UPI"
"B-25745",NA,NA,NA,NA,296,225,11,"Clothing","Saree","COD"
"B-26073",NA,NA,NA,NA,37,17,3,"Clothing","Hankerchief","Debit Card"
"B-26030",NA,NA,NA,NA,291,93,2,"Electronics","Printers","COD"
"B-25678",NA,NA,NA,NA,327,-39,1,"Electronics","Phones","COD"
"B-26035",NA,NA,NA,NA,291,119,11,"Clothing","Saree","COD"
"B-25896",NA,NA,NA,NA,287,-66,6,"Clothing","Kurti","COD"
"B-25989",NA,NA,NA,NA,42,15,1,"Electronics","Accessories","UPI"
"B-26016",NA,NA,NA,NA,429,61,3,"Electronics","Electronic Games","Credit Card"
"B-26009",NA,NA,NA,NA,285,128,2,"Electronics","Printers","COD"
"B-25915",NA,NA,NA,NA,277,3,1,"Electronics","Electronic Games","COD"
"B-25845",NA,NA,NA,NA,274,-7,4,"Electronics","Phones","COD"
"B-25645",NA,NA,NA,NA,273,-87,4,"Electronics","Phones","COD"
"B-25803",NA,NA,NA,NA,269,91,1,"Electronics","Electronic Games","COD"
"B-26030",NA,NA,NA,NA,11,5,1,"Clothing","Skirt","COD"
"B-25955",NA,NA,NA,NA,39,2,2,"Clothing","Saree","Debit Card"
"B-26096",NA,NA,NA,NA,264,-26,3,"Clothing","Trousers","COD"
"B-25635",NA,NA,NA,NA,40,16,3,"Clothing","Hankerchief","Debit Card"
"B-26038",NA,NA,NA,NA,41,19,2,"Clothing","T-shirt","Debit Card"
"B-25791",NA,NA,NA,NA,253,-63,2,"Clothing","Saree","UPI"
"B-26014",NA,NA,NA,NA,406,97,7,"Furniture","Chairs","Credit Card"
"B-25751",NA,NA,NA,NA,32,7,3,"Clothing","Hankerchief","COD"
"B-25962",NA,NA,NA,NA,260,68,2,"Electronics","Printers","COD"
"B-26025",NA,NA,NA,NA,41,19,5,"Clothing","Hankerchief","Debit Card"
"B-26048",NA,NA,NA,NA,401,13,6,"Furniture","Chairs","Credit Card"
"B-25635",NA,NA,NA,NA,382,30,3,"Clothing","Saree","Credit Card"
"B-25981",NA,NA,NA,NA,867,251,5,"Electronics","Phones","COD"
"B-25610",NA,NA,NA,NA,43,0,3,"Clothing","Saree","Debit Card"
"B-25733",NA,NA,NA,NA,43,-43,7,"Clothing","Stole","Debit Card"
"B-25977",NA,NA,NA,NA,74,29,3,"Clothing","Stole","COD"
"B-25655",NA,NA,NA,NA,44,-26,3,"Clothing","Hankerchief","Debit Card"
"B-25612",NA,NA,NA,NA,259,-55,2,"Furniture","Chairs","COD"
"B-25608",NA,NA,NA,NA,257,23,5,"Clothing","Hankerchief","COD"
"B-25752",NA,NA,NA,NA,76,27,5,"Clothing","Stole","COD"
"B-25700",NA,NA,NA,NA,44,-32,3,"Clothing","Stole","Debit Card"
"B-25856",NA,NA,NA,NA,257,3,2,"Clothing","Saree","COD"
"B-26026",NA,NA,NA,NA,255,76,9,"Clothing","Hankerchief","COD"
"B-25861",NA,NA,NA,NA,44,14,3,"Clothing","Hankerchief","Debit Card"
"B-25673",NA,NA,NA,NA,45,-2,4,"Clothing","Shirt","COD"
"B-25681",NA,NA,NA,NA,44,-3,1,"Clothing","Saree","Debit Card"
"B-26051",NA,NA,NA,NA,382,119,2,"Clothing","Saree","Credit Card"
"B-25951",NA,NA,NA,NA,250,100,3,"Clothing","Trousers","COD"
"B-25799",NA,NA,NA,NA,45,-15,2,"Furniture","Chairs","COD"
"B-26053",NA,NA,NA,NA,246,61,2,"Furniture","Bookcases","COD"
"B-26030",NA,NA,NA,NA,50,25,5,"Clothing","Stole","COD"
"B-26054",NA,NA,NA,NA,246,98,5,"Clothing","Hankerchief","COD"
"B-25696",NA,NA,NA,NA,44,99,3,"Clothing","Kurti","Debit Card"
"B-25660",NA,NA,NA,NA,245,-78,3,"Clothing","Saree","COD"
"B-25858",NA,NA,NA,NA,245,30,2,"Clothing","Saree","COD"
"B-26045",NA,NA,NA,NA,376,0,7,"Clothing","Stole","Credit Card"
"B-25850",NA,NA,NA,NA,45,1,3,"Clothing","T-shirt","Debit Card"
"B-25781",NA,NA,NA,NA,45,-28,2,"Clothing","Stole","Debit Card"
"B-25918",NA,NA,NA,NA,244,-122,5,"Furniture","Furnishings","COD"
"B-25971",NA,NA,NA,NA,244,83,2,"Furniture","Bookcases","COD"
"B-25870",NA,NA,NA,NA,10,4,1,"Clothing","Kurti","UPI"
"B-25770",NA,NA,NA,NA,375,180,3,"Furniture","Bookcases","Credit Card"
"B-25757",NA,NA,NA,NA,46,14,5,"Clothing","Skirt","Debit Card"
"B-25699",NA,NA,NA,NA,49,-31,2,"Clothing","Stole","UPI"
"B-25776",NA,NA,NA,NA,47,-20,2,"Clothing","Kurti","Debit Card"
"B-25893",NA,NA,NA,NA,355,-114,7,"Clothing","Stole","Credit Card"
"B-25985",NA,NA,NA,NA,32,8,5,"Clothing","Hankerchief","UPI"
"B-25681",NA,NA,NA,NA,243,-14,2,"Furniture","Chairs","COD"
"B-26063",NA,NA,NA,NA,241,-77,4,"Electronics","Electronic Games","COD"
"B-26032",NA,NA,NA,NA,47,15,5,"Clothing","Saree","Debit Card"
"B-26001",NA,NA,NA,NA,50,-10,6,"Clothing","Skirt","Debit Card"
"B-26056",NA,NA,NA,NA,15,6,2,"Clothing","Hankerchief","COD"
"B-25850",NA,NA,NA,NA,148,24,3,"Clothing","Stole","COD"
"B-25767",NA,NA,NA,NA,299,-28,3,"Electronics","Electronic Games","UPI"
"B-25693",NA,NA,NA,NA,68,-30,1,"Electronics","Phones","UPI"
"B-25850",NA,NA,NA,NA,52,18,5,"Clothing","Leggings","Debit Card"
"B-25796",NA,NA,NA,NA,239,-162,5,"Furniture","Chairs","COD"
"B-26053",NA,NA,NA,NA,27,6,3,"Clothing","Skirt","COD"
"B-25650",NA,NA,NA,NA,238,20,2,"Clothing","Saree","COD"
"B-25961",NA,NA,NA,NA,48,16,3,"Clothing","Shirt","COD"
"B-26023",NA,NA,NA,NA,66,22,3,"Clothing","Stole","UPI"
"B-25809",NA,NA,NA,NA,53,24,1,"Clothing","Hankerchief","Debit Card"
"B-25621",NA,NA,NA,NA,233,-10,5,"Electronics","Electronic Games","COD"
"B-25854",NA,NA,NA,NA,53,-2,3,"Clothing","Saree","Debit Card"
"B-26057",NA,NA,NA,NA,54,8,4,"Clothing","T-shirt","Debit Card"
"B-25688",NA,NA,NA,NA,352,-345,5,"Clothing","Saree","Credit Card"
"B-25885",NA,NA,NA,NA,349,0,7,"Clothing","Stole","Credit Card"
"B-25753",NA,NA,NA,NA,341,-85,6,"Clothing","Trousers","Credit Card"
"B-25981",NA,NA,NA,NA,54,12,3,"Clothing","Saree","Debit Card"
"B-26055",NA,NA,NA,NA,57,7,2,"Clothing","Shirt","UPI"
"B-25714",NA,NA,NA,NA,340,20,7,"Clothing","Shirt","Credit Card"
"B-26055",NA,NA,NA,NA,227,48,5,"Clothing","Stole","COD"
"B-25989",NA,NA,NA,NA,330,81,1,"Furniture","Bookcases","Credit Card"
"B-25710",NA,NA,NA,NA,216,-38,6,"Furniture","Furnishings","UPI"
"B-25773",NA,NA,NA,NA,224,-143,3,"Furniture","Chairs","COD"
"B-25661",NA,NA,NA,NA,55,-33,2,"Furniture","Chairs","Debit Card"
"B-26021",NA,NA,NA,NA,49,21,1,"Clothing","Stole","UPI"
"B-26057",NA,NA,NA,NA,224,87,3,"Clothing","Trousers","COD"
"B-25858",NA,NA,NA,NA,223,27,2,"Furniture","Bookcases","COD"
"B-25857",NA,NA,NA,NA,324,39,8,"Electronics","Accessories","Credit Card"
"B-25656",NA,NA,NA,NA,56,18,2,"Clothing","Hankerchief","Debit Card"
"B-25999",NA,NA,NA,NA,223,62,7,"Clothing","Shirt","COD"
"B-25856",NA,NA,NA,NA,10,2,2,"Clothing","Skirt","COD"
